Model_ID,Round,F1,F2,F3,CS,CSP,Chunks,RSP_Mode,Rounds_Aggregated,;;;;;;;;;;;;;;;;
10-2,1,0.487804878048781,0.538461538461539,0.337662337662338,0.0204081632653061,1,small,compact,1-2,;;;;;;;;;;;;;;;;
8-5,1,0.509316770186335,0.7,0.426666666666667,0,0,small,compact,1-2,;;;;;;;;;;;;;;;;
8-4,1,0.539877300613497,0.761904761904762,0.317880794701987,0.0416666666666667,1,small,compact,1-2,;;;;;;;;;;;;;;;;
2-2,1,0.542713567839196,0.363636363636364,0.418848167539267,0.04,1,small,compact,1-2,;;;;;;;;;;;;;;;;
2-1,1,0.447257383966245,0.357142857142857,0.244541484716157,0.0169491525423729,1,small,compact,1-2,;;;;;;;;;;;;;;;;
10-2,2,0.427672955974843,0.347826086956522,0.214765100671141,0.0204081632653061,1,small,compact,1-2,;;;;;;;;;;;;;;;;
8-5,2,0.662721893491124,1,0.43312101910828,0.0204081632653061,1,small,compact,1-2,;;;;;;;;;;;;;;;;
8-4,2,0.524390243902439,0.818181818181818,0.326797385620915,0.0208333333333333,1,small,compact,1-2,;;;;;;;;;;;;;;;;
2-2,2,0.623853211009174,0.285714285714286,0.39047619047619,0.02,1,small,compact,1-2,;;;;;;;;;;;;;;;;
2-1,2,0.391304347826087,0.533333333333333,0.351351351351351,0.0169491525423729,1,small,compact,1-2,;;;;;;;;;;;;;;;;
10-2,3,0.666666666666667,0.592592592592593,0.554973821989529,0.0204081632653061,1,large,compact,3-4,;;;;;;;;;;;;;;;;
8-5,3,0.558659217877095,0.631578947368421,0.598802395209581,0,0,large,compact,3-4,;;;;;;;;;;;;;;;;
8-4,3,0.472049689440994,0.782608695652174,0.0533333333333333,0,0,large,compact,3-4,;;;;;;;;;;;;;;;;
2-2,3,0.613861386138614,0.32,0.556701030927835,0.02,1,large,compact,3-4,;;;;;;;;;;;;;;;;
2-1,3,0.403225806451613,0.285714285714286,0.366666666666667,0.0169491525423729,1,large,compact,3-4,;;;;;;;;;;;;;;;;
10-2,4,0.741784037558685,0.758620689655172,0.669950738916256,0,0,large,compact,3-4,;;;;;;;;;;;;;;;;
8-5,4,0.574712643678161,0.842105263157895,0.419753086419753,0,0,large,compact,3-4,;;;;;;;;;;;;;;;;
8-4,4,0.4359,0.695652173913043,0.0551724137931035,0,0,large,compact,3-4,;;;;;;;;;;;;;;;;
2-2,4,0.6117,0.32,0.515151515151515,0.04,1,large,compact,3-4,;;;;;;;;;;;;;;;;
2-1,4,0.4188,0.357142857142857,0.353982300884956,0.0169491525423729,1,large,compact,3-4,;;;;;;;;;;;;;;;;
10-2,5,0.536585365853659,0.583333333333333,0.427672955974843,0.122448979591837,1,small,refine,5-6,;;;;;;;;;;;;;;;;
8-5,5,0.448979591836735,0.909090909090909,0.308823529411765,0,0,small,refine,5-6,;;;;;;;;;;;;;;;;
8-4,5,0.394904458598726,0.833333333333333,0.105960264900662,0,0,small,refine,5-6,;;;;;;;;;;;;;;;;
2-2,5,0.822134387351779,0.482758620689655,0.236734693877551,0.02,1,small,refine,5-6,;;;;;;;;;;;;;;;;
2-1,5,0.517730496453901,0.5625,0.678832116788321,0.11864406779661,1,small,refine,5-6,;;;;;;;;;;;;;;;;
10-2,6,0.576470588235294,0.56,0.424242424242424,0.0408163265306122,1,small,refine,5-6,;;;;;;;;;;;;;;;;
8-5,6,0.529032258064516,0.857142857142857,0.342465753424658,0,0,small,refine,5-6,;;;;;;;;;;;;;;;;
8-4,6,0.502923976608187,0.727272727272727,0.2125,0,0,small,refine,5-6,;;;;;;;;;;;;;;;;
2-2,6,0.844262295081967,0.733333333333333,0.440677966101695,0.02,1,small,refine,5-6,;;;;;;;;;;;;;;;;
2-1,6,0.578397212543554,0.5,0.659498207885305,0.254237288135593,1,small,refine,5-6,;;;;;;;;;;;;;;;;
10-2,7,0.612021857923497,0.666666666666667,0.617977528089888,0.122448979591837,0.857142857142857,large,refine,7-8,;;;;;;;;;;;;;;;;
8-4,7,0.413793103448276,0.88,0.0298507462686567,0.229166666666667,0.916666666666667,large,refine,7-8,;;;;;;;;;;;;;;;;
2-2,7,0.628318584070796,0.357142857142857,0.614678899082569,0.04,1,large,refine,7-8,;;;;;;;;;;;;;;;;
2-1,7,0.622710622710623,0.333333333333333,0.520754716981132,0.0169491525423729,1,large,refine,7-8,;;;;;;;;;;;;;;;;
10-2,8,0.673575129533679,0.714285714285714,0.557377049180328,0,0,large,refine,7-8,;;;;;;;;;;;;;;;;
8-5,8,0.482352941176471,0.631578947368421,0.518987341772152,0,0,large,refine,7-8,;;;;;;;;;;;;;;;;
8-4,8,0.416107382550336,0.727272727272727,0.0579710144927536,0.145833333333333,1,large,refine,7-8,;;;;;;;;;;;;;;;;
2-2,8,0.6,0.307692307692308,0.435643564356436,0.02,1,large,refine,7-8,;;;;;;;;;;;;;;;;
2-1,8,0.457627118644068,0.285714285714286,0.289473684210526,0,0,large,refine,7-8,;;;;;;;;;;;;;;;;
