Prompting_Strategy,Prompt_Template,F1,F2,F3,CS,CSP,Complexity_Level,
0shot,5,0.984615384615385,0.933333333333333,0.861538461538461,0.875,1.0,low,
0shot,5,0.786885245901639,0.666666666666667,0.705882352941177,0.166666666666667,0.5,low,
0shot,5,0.78125,0.636363636363636,0.862068965517241,0.133333333333333,1.0,medium,
0shot,5,0.654545454545455,0.823529411764706,0.577777777777778,0.375,1.0,medium,
0shot,5,0.861538461538461,0.636363636363636,0.862068965517241,0.2,1.0,medium,
0shot,5,0.8,0.727272727272727,0.935483870967742,0.0625,1.0,medium,
0shot,5,0.763157894736842,0.571428571428572,0.666666666666667,0.111111111111111,1.0,medium,
0shot,5,0.746666666666667,0.416666666666667,0.835820895522388,0.0588235294117647,0.5,medium,
0shot,5,0.901408450704225,0.814814814814815,0.878787878787879,0.0625,0.0,medium,
0shot,5,0.683544303797468,0.636363636363636,0.56,0.0909090909090909,1.0,medium,
0shot,5,0.869565217391304,0.608695652173913,0.945054945054945,0.130434782608696,1.0,medium,
0shot,5,0.886792452830189,0.666666666666667,0.792452830188679,0.0333333333333333,1.0,medium,
0shot,5,0.876190476190476,0.842105263157895,0.791666666666667,0.0,0.0,medium,
0shot,5,0.574257425742574,0.421052631578947,0.344086021505376,0.037037037037037,1.0,medium,
0shot,5,0.6,0.521739130434783,0.587155963302752,0.0,0.0,high,
0shot,5,0.716666666666667,0.526315789473684,0.529411764705882,0.12,1.0,high,
0shot,5,0.697674418604651,0.545454545454545,0.521008403361344,0.0645161290322581,0.0,high,
0shot,5,0.536585365853659,0.666666666666667,0.578947368421053,0.0606060606060606,1.0,high,
0shot,5,0.453781512605042,0.5,0.306306306306306,0.0606060606060606,1.0,high,
0shot,5,0.305555555555556,0.347826086956522,0.258992805755396,0.0204081632653061,1.0,high,
1shot,1,0.962962962962963,1.0,0.956521739130435,1.33333333333333,1.0,low,
1shot,1,0.846153846153846,0.727272727272727,0.846153846153846,1.42857142857143,0.833333333333333,low,
1shot,1,0.785714285714286,0.615384615384615,0.928571428571429,0.857142857142857,1.0,low,
1shot,1,1.0,1.0,1.0,0.4,1.0,low,
1shot,1,0.571428571428571,0.714285714285714,0.580645161290323,1.125,1.0,low,
1shot,1,0.974358974358974,0.933333333333333,1.0,1.125,1.0,low,
1shot,1,1.0,1.0,0.833333333333333,0.416666666666667,0.0,low,
1shot,1,0.95,0.875,0.8,0.428571428571429,1.0,low,
1shot,1,0.9,0.75,0.941176470588235,0.875,1.0,low,
1shot,1,1.0,1.0,1.0,0.3,1.0,low,
1shot,1,0.666666666666667,0.842105263157895,0.536585365853659,0.75,0.9,low,
1shot,1,0.862068965517241,0.888888888888889,0.814814814814815,0.363636363636364,1.0,low,
1shot,1,0.733333333333333,0.777777777777778,0.821428571428572,0.727272727272727,1.0,low,
1shot,1,0.918032786885246,0.769230769230769,0.918032786885246,0.125,1.0,low,
1shot,1,0.984615384615385,1.0,0.964285714285714,0.25,1.0,low,
1shot,1,0.875,0.782608695652174,0.931034482758621,0.266666666666667,1.0,medium,
1shot,1,0.793103448275862,0.875,0.375,1.375,1.0,medium,
1shot,1,0.923076923076923,0.833333333333333,0.912280701754386,0.133333333333333,1.0,medium,
1shot,1,0.8,0.727272727272727,0.870967741935484,0.125,1.0,medium,
1shot,1,0.909090909090909,0.933333333333333,0.521739130434783,0.111111111111111,1.0,medium,
1shot,1,0.826666666666667,0.666666666666667,0.865671641791045,0.0588235294117647,0.5,medium,
1shot,1,0.788732394366197,0.692307692307692,0.861538461538461,0.25,1.0,medium,
1shot,1,0.579710144927536,0.7,0.369230769230769,0.0909090909090909,1.0,medium,
1shot,1,0.857142857142857,0.666666666666667,0.921348314606742,0.130434782608696,1.0,medium,
1shot,1,0.493150684931507,0.947368421052632,0.493150684931507,0.4,1.0,medium,
1shot,1,0.787878787878788,0.736842105263158,0.561797752808989,0.130434782608696,1.0,medium,
1shot,1,0.745454545454545,0.761904761904762,0.607843137254902,0.111111111111111,1.0,medium,
1shot,1,0.730434782608696,0.769230769230769,0.524271844660194,0.0666666666666667,1.0,high,
1shot,1,0.611111111111111,0.588235294117647,0.375,0.16,1.0,high,
1shot,1,0.78125,0.695652173913043,0.396551724137931,0.0645161290322581,1.0,high,
1shot,1,0.548387096774194,0.666666666666667,0.539130434782609,0.121212121212121,1.0,high,
1shot,1,0.666666666666667,0.7,0.796992481203008,0.0909090909090909,1.0,high,
1shot,2,0.962962962962963,1.0,0.956521739130435,1.33333333333333,1.0,low,
1shot,2,0.615384615384615,0.6,0.846153846153846,1.28571428571429,1.0,low,
1shot,2,0.857142857142857,0.714285714285714,0.928571428571429,1.57142857142857,1.0,low,
1shot,2,1.0,1.0,1.0,0.5,1.0,low,
1shot,2,0.8,0.941176470588235,0.903225806451613,0.75,1.0,low,
1shot,2,0.974358974358974,0.933333333333333,1.0,1.625,1.0,low,
1shot,2,1.0,1.0,0.833333333333333,0.5,1.0,low,
1shot,2,0.9,0.8,0.733333333333333,0.857142857142857,1.0,low,
1shot,2,0.95,0.875,0.941176470588235,0.5,1.0,low,
1shot,2,0.978723404255319,1.0,0.974358974358974,0.8,1.0,low,
1shot,2,0.708333333333333,0.736842105263158,0.636363636363636,0.916666666666667,0.916666666666667,low,
1shot,2,0.9,0.888888888888889,0.964285714285714,0.545454545454545,1.0,low,
1shot,2,0.793650793650794,0.888888888888889,0.915254237288136,0.818181818181818,1.0,low,
1shot,2,0.918032786885246,0.769230769230769,0.918032786885246,1.75,1.0,low,
1shot,2,0.96875,0.933333333333333,0.925925925925926,0.333333333333333,1.0,low,
1shot,2,0.73015873015873,0.666666666666667,0.596491228070176,0.6,0.9,medium,
1shot,2,0.75,0.875,0.434782608695652,1.25,1.0,medium,
1shot,2,0.939393939393939,0.833333333333333,0.931034482758621,0.133333333333333,1.0,medium,
1shot,2,0.776119402985075,0.761904761904762,0.813559322033898,0.1875,1.0,medium,
1shot,2,0.95,1.0,0.75,0.111111111111111,1.0,medium,
1shot,2,0.96,0.916666666666667,0.865671641791045,0.0588235294117647,0.5,medium,
1shot,2,0.76056338028169,0.615384615384615,0.769230769230769,0.1875,1.0,medium,
1shot,2,0.657894736842105,0.727272727272727,0.527777777777778,0.0909090909090909,1.0,medium,
1shot,2,1.0,1.0,1.0,0.608695652173913,1.0,medium,
1shot,2,0.741573033707865,0.888888888888889,0.741573033707865,0.3,1.0,medium,
1shot,2,0.747474747474748,0.631578947368421,0.561797752808989,0.173913043478261,1.0,medium,
1shot,2,0.727272727272727,0.666666666666667,0.647058823529412,0.185185185185185,1.0,medium,
1shot,2,0.736842105263158,0.8,0.470588235294118,0.0666666666666667,1.0,high,
1shot,2,0.654545454545455,0.736842105263158,0.451612903225806,0.2,1.0,high,
1shot,2,0.761904761904762,0.818181818181818,0.417391304347826,0.225806451612903,1.0,high,
1shot,2,0.62015503875969,0.666666666666667,0.6,0.151515151515152,1.0,high,
1shot,2,0.511627906976744,0.5,0.459016393442623,0.151515151515152,1.0,high,
1shot,3,0.962962962962963,1.0,0.956521739130435,1.33333333333333,1.0,low,
1shot,3,0.923076923076923,0.909090909090909,0.846153846153846,1.28571428571429,1.0,low,
1shot,3,0.785714285714286,0.615384615384615,0.928571428571429,1.42857142857143,1.0,low,
1shot,3,1.0,1.0,1.0,0.7,1.0,low,
1shot,3,0.857142857142857,0.941176470588235,0.903225806451613,1.5,1.0,low,
1shot,3,1.0,1.0,1.0,1.75,1.0,low,
1shot,3,1.0,1.0,0.833333333333333,0.5,1.0,low,
1shot,3,1.0,1.0,0.866666666666667,1.0,1.0,low,
1shot,3,1.0,1.0,1.0,1.625,1.0,low,
1shot,3,0.978723404255319,1.0,0.974358974358974,1.0,1.0,low,
1shot,3,0.72,0.7,0.782608695652174,1.08333333333333,0.928571428571429,low,
1shot,3,0.862068965517241,0.888888888888889,0.814814814814815,1.27272727272727,1.0,low,
1shot,3,0.827586206896552,0.777777777777778,0.703703703703704,1.18181818181818,1.0,low,
1shot,3,1.0,1.0,0.848484848484849,1.625,1.0,low,
1shot,3,0.952380952380952,1.0,0.666666666666667,0.833333333333333,1.0,low,
1shot,3,0.733333333333333,0.727272727272727,0.62962962962963,0.8,1.0,medium,
1shot,3,0.75,0.875,0.347826086956522,1.125,1.0,medium,
1shot,3,1.0,1.0,1.0,0.133333333333333,1.0,medium,
1shot,3,0.738461538461539,0.727272727272727,0.736842105263158,0.8125,1.0,medium,
1shot,3,0.95,1.0,0.75,0.111111111111111,1.0,medium,
1shot,3,0.783783783783784,0.583333333333333,0.537313432835821,1.05882352941176,0.947368421052632,medium,
1shot,3,0.788732394366197,0.666666666666667,0.892307692307692,0.75,1.0,medium,
1shot,3,0.657894736842105,0.818181818181818,0.527777777777778,0.636363636363636,1.0,medium,
1shot,3,0.694444444444444,0.869565217391304,0.514285714285714,0.695652173913043,1.0,medium,
1shot,3,0.513513513513513,0.947368421052632,0.513513513513513,0.4,1.0,medium,
1shot,3,0.82,0.736842105263158,0.555555555555556,0.347826086956522,1.0,medium,
1shot,3,0.704761904761905,0.727272727272727,0.577319587628866,0.222222222222222,1.0,medium,
1shot,3,0.707964601769911,0.769230769230769,0.534653465346535,0.4,1.0,high,
1shot,3,0.636363636363636,0.666666666666667,0.346938775510204,0.92,1.0,high,
1shot,3,0.809160305343511,0.916666666666667,0.516666666666667,0.290322580645161,1.0,high,
1shot,3,0.166666666666667,0.736842105263158,0.175824175824176,0.363636363636364,1.0,high,
1shot,3,0.425925925925926,0.736842105263158,0.217821782178218,0.272727272727273,1.0,high,
1shot,4,0.962962962962963,1.0,0.956521739130435,1.0,1.0,low,
1shot,4,0.923076923076923,0.909090909090909,0.846153846153846,1.14285714285714,0.8,low,
1shot,4,0.928571428571429,0.857142857142857,0.928571428571429,1.42857142857143,1.0,low,
1shot,4,1.0,1.0,1.0,0.7,1.0,low,
1shot,4,0.8,0.875,0.838709677419355,0.625,1.0,low,
1shot,4,1.0,1.0,1.0,1.375,1.0,low,
1shot,4,1.0,1.0,0.833333333333333,0.5,1.0,low,
1shot,4,0.974358974358974,1.0,0.866666666666667,0.714285714285714,1.0,low,
1shot,4,1.0,1.0,1.0,1.375,1.0,low,
1shot,4,1.0,1.0,1.0,0.4,1.0,low,
1shot,4,0.867924528301887,0.761904761904762,0.979591836734694,0.416666666666667,1.0,low,
1shot,4,0.949152542372881,1.0,0.836363636363636,0.818181818181818,1.0,low,
1shot,4,0.888888888888889,0.888888888888889,0.949152542372881,0.181818181818182,1.0,low,
1shot,4,0.96969696969697,1.0,0.848484848484849,1.625,1.0,low,
1shot,4,1.0,1.0,0.464285714285714,1.08333333333333,1.0,low,
1shot,4,0.8125,0.761904761904762,0.793103448275862,0.6,1.0,medium,
1shot,4,0.793103448275862,1.0,0.75,0.625,1.0,medium,
1shot,4,0.892307692307692,0.727272727272727,0.758620689655172,0.6,0.9,medium,
1shot,4,0.707692307692308,0.666666666666667,0.736842105263158,0.625,1.0,medium,
1shot,4,0.976190476190476,1.0,0.973684210526316,0.555555555555556,1.0,medium,
1shot,4,0.96,0.96,0.746268656716418,0.764705882352941,0.764705882352941,medium,
1shot,4,0.898550724637681,0.933333333333333,0.666666666666667,0.6875,0.916666666666667,medium,
1shot,4,0.692307692307692,0.727272727272727,0.567567567567568,0.0454545454545455,1.0,medium,
1shot,4,0.924731182795699,0.8,0.967032967032967,0.391304347826087,1.0,medium,
1shot,4,0.764044943820225,0.842105263157895,0.741573033707865,0.233333333333333,1.0,medium,
1shot,4,0.808080808080808,0.736842105263158,0.561797752808989,0.478260869565217,1.0,medium,
1shot,4,0.666666666666667,0.666666666666667,0.439560439560439,0.185185185185185,1.0,medium,
1shot,4,0.924242424242424,0.827586206896552,0.866666666666667,0.333333333333333,1.0,high,
1shot,4,0.733333333333333,0.761904761904762,0.490196078431373,0.44,1.0,high,
1shot,4,0.774193548387097,0.8,0.381818181818182,0.290322580645161,1.0,high,
1shot,4,0.450980392156863,0.666666666666667,0.43298969072165,0.181818181818182,0.857142857142857,high,
1shot,4,0.471698113207547,0.526315789473684,0.313725490196078,0.212121212121212,0.875,high,
